罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所の属性,施錠関係,盗難防止装置の有無,現金以外の主な被害品
窃盗,オートバイ盗,港北,樽町,141097,神奈川県,横浜市港北区,樽町４丁目,2018-05-28,20,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,港北,樽町,141097,神奈川県,横浜市港北区,大曽根３丁目,2018-05-02,17,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,港北,日吉本町,141097,神奈川県,横浜市港北区,日吉本町４丁目,2018-04-29,18,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,港北,日吉本町,141097,神奈川県,横浜市港北区,箕輪町２丁目,2018-03-05,23,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,港北,日吉本町,141097,神奈川県,横浜市港北区,箕輪町３丁目,2018-06-06,11,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,港北,日吉駅前,141097,神奈川県,横浜市港北区,日吉３丁目,2017-12-16,15,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,港北,日吉駅前,141097,神奈川県,横浜市港北区,日吉５丁目,2018-05-26,21,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,港北,日吉駅前,141097,神奈川県,横浜市港北区,日吉５丁目,2018-05-27,00,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,港北,日吉駅前,141097,神奈川県,横浜市港北区,日吉本町１丁目,2018-05-26,14,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,港北,吉田口,141097,神奈川県,横浜市港北区,新吉田町,2018-08-20,07,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,港北,吉田口,141097,神奈川県,横浜市港北区,綱島西４丁目,2018-10-07,00,一戸建住宅,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,港北,吉田口,141097,神奈川県,横浜市港北区,新吉田東１丁目,2018-01-14,00,一戸建住宅,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,港北,吉田口,141097,神奈川県,横浜市港北区,新吉田東５丁目,2018-09-02,10,一戸建住宅,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,港北,小机,141097,神奈川県,横浜市港北区,小机町,2017-12-30,12,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,港北,小机,141097,神奈川県,横浜市港北区,小机町,2018-01-30,20,道路上,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,港北,菊名池,141097,神奈川県,横浜市港北区,篠原東３丁目,2018-11-20,07,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,港北,新横浜駅前,141097,神奈川県,横浜市港北区,岸根町,2018-01-09,20,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,港北,新横浜駅前,141097,神奈川県,横浜市港北区,岸根町,2018-07-26,10,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,港北,新横浜駅前,141097,神奈川県,横浜市港北区,篠原町,2018-04-03,17,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,港北,新横浜駅前,141097,神奈川県,横浜市港北区,新横浜１丁目,2018-01-28,16,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,港北,新横浜駅前,141097,神奈川県,横浜市港北区,新横浜３丁目,2018-01-03,10,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,港北,新横浜駅前,141097,神奈川県,横浜市港北区,大豆戸町,2018-01-14,14,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,港北,新横浜駅前,141097,神奈川県,横浜市港北区,大豆戸町,2018-12-10,19,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,港北,仲手原,141097,神奈川県,横浜市港北区,仲手原１丁目,2017-11-22,07,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,港北,高田,141097,神奈川県,横浜市港北区,高田東１丁目,2018-11-29,19,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,港北,高田,141097,神奈川県,横浜市港北区,高田東２丁目,2018-04-04,23,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,港北,高田,141097,神奈川県,横浜市港北区,高田東３丁目,2018-04-29,17,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,港北,高田,141097,神奈川県,横浜市港北区,高田東４丁目,2018-01-13,20,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,港北,新羽駅前,141097,神奈川県,横浜市港北区,新吉田東８丁目,2018-07-07,20,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,港北,綱島駅前,141097,神奈川県,横浜市港北区,綱島西２丁目,2017-12-27,07,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,港北,綱島駅前,141097,神奈川県,横浜市港北区,綱島東５丁目,2018-01-27,09,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,瀬谷,瀬谷駅前,141143,神奈川県,横浜市瀬谷区,瀬谷４丁目,2018-07-21,19,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,瀬谷,瀬谷駅前,141143,神奈川県,横浜市瀬谷区,瀬谷６丁目,2018-08-06,20,その他,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,瀬谷,瀬谷駅前,141143,神奈川県,横浜市瀬谷区,相沢１丁目,2018-11-13,20,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,瀬谷,瀬谷駅前,141143,神奈川県,横浜市瀬谷区,相沢３丁目,2017-11-15,18,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,瀬谷,瀬谷駅前,141143,神奈川県,横浜市瀬谷区,中央,2018-07-08,18,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,瀬谷,瀬谷駅前,141143,神奈川県,横浜市瀬谷区,中央,2018-11-29,23,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,瀬谷,南台,141143,神奈川県,横浜市瀬谷区,二ツ橋町,2018-09-18,20,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,瀬谷,南台,141143,神奈川県,横浜市瀬谷区,南瀬谷２丁目,2018-03-17,21,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,瀬谷,南台,141143,神奈川県,横浜市瀬谷区,南台１丁目,2018-06-05,05,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,瀬谷,南台,141143,神奈川県,横浜市瀬谷区,橋戸２丁目,2018-05-06,16,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,瀬谷,南台,141143,神奈川県,横浜市瀬谷区,宮沢２丁目,2018-05-30,19,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,瀬谷,南台,141143,神奈川県,横浜市瀬谷区,宮沢２丁目,2018-05-30,23,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,瀬谷,南台,141143,神奈川県,横浜市瀬谷区,宮沢２丁目,2018-10-19,20,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,瀬谷,阿久和町,141143,神奈川県,横浜市瀬谷区,阿久和東１丁目,2018-10-09,02,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,瀬谷,阿久和町,141143,神奈川県,横浜市瀬谷区,阿久和西１丁目,2018-04-18,07,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,瀬谷,阿久和町,141143,神奈川県,横浜市瀬谷区,阿久和西３丁目,2018-05-01,08,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,瀬谷,阿久和町,141143,神奈川県,横浜市瀬谷区,阿久和西３丁目,2018-09-29,01,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,瀬谷,阿久和町,141143,神奈川県,横浜市瀬谷区,阿久和西４丁目,2018-10-26,19,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,瀬谷,阿久和町,141143,神奈川県,横浜市瀬谷区,阿久和南２丁目,2018-04-30,10,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,瀬谷,阿久和町,141143,神奈川県,横浜市瀬谷区,阿久和南３丁目,2018-08-18,19,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,瀬谷,阿久和町,141143,神奈川県,横浜市瀬谷区,阿久和南４丁目,2018-01-29,16,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,瀬谷,阿久和町,141143,神奈川県,横浜市瀬谷区,阿久和南４丁目,2018-02-17,17,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,瀬谷,阿久和町,141143,神奈川県,横浜市瀬谷区,阿久和南４丁目,2018-02-23,22,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,瀬谷,阿久和町,141143,神奈川県,横浜市瀬谷区,阿久和南４丁目,2018-03-08,18,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,瀬谷,阿久和町,141143,神奈川県,横浜市瀬谷区,阿久和南４丁目,2018-03-19,19,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,瀬谷,阿久和町,141143,神奈川県,横浜市瀬谷区,阿久和南４丁目,2018-06-30,10,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,瀬谷,目黒,141143,神奈川県,横浜市瀬谷区,上瀬谷町,2018-03-08,21,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,瀬谷,目黒,141143,神奈川県,横浜市瀬谷区,上瀬谷町,2018-04-20,17,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,瀬谷,細谷戸,141143,神奈川県,横浜市瀬谷区,相沢６丁目,2018-09-04,09,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,瀬谷,竹村町,141143,神奈川県,横浜市瀬谷区,竹村町,2018-05-25,04,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,瀬谷,北新,141143,神奈川県,横浜市瀬谷区,下瀬谷３丁目,2016-03-15,17,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,瀬谷,北新,141143,神奈川県,横浜市瀬谷区,北新,2018-10-08,16,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,栄,本郷台駅前,141151,神奈川県,横浜市栄区,小菅ケ谷１丁目,2018-09-22,09,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,栄,本郷台駅前,141151,神奈川県,横浜市栄区,小菅ケ谷４丁目,2018-10-16,11,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,栄,上郷,141151,神奈川県,横浜市栄区,上之町,2018-05-14,16,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,栄,上郷,141151,神奈川県,横浜市栄区,野七里１丁目,2018-12-25,21,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,栄,上郷,141151,神奈川県,横浜市栄区,桂台西１丁目,2018-09-18,17,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,栄,田谷,141151,神奈川県,横浜市栄区,田谷町,2018-04-08,19,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,栄,田谷,141151,神奈川県,横浜市栄区,長尾台町,2018-07-25,20,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,栄,元大橋,141151,神奈川県,横浜市栄区,上郷町,2018-06-29,23,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,栄,元大橋,141151,神奈川県,横浜市栄区,上郷町,2018-12-12,14,一戸建住宅,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,栄,元大橋,141151,神奈川県,横浜市栄区,鍛冶ケ谷１丁目,2018-08-27,16,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,栄,豊田,141151,神奈川県,横浜市栄区,飯島町,2018-09-02,17,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,栄,豊田,141151,神奈川県,横浜市栄区,飯島町,2018-12-20,22,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,青葉,青葉台駅前,141178,神奈川県,横浜市青葉区,榎が丘,2018-01-20,17,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,青葉,青葉台駅前,141178,神奈川県,横浜市青葉区,榎が丘,2018-12-09,21,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,青葉,青葉台駅前,141178,神奈川県,横浜市青葉区,桜台,2018-01-21,19,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,青葉,荏田町,141178,神奈川県,横浜市青葉区,荏田町,2018-01-15,11,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,青葉,荏田町,141178,神奈川県,横浜市青葉区,荏田町,2018-01-28,15,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
