罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所の属性,施錠関係,盗難防止装置の有無,現金以外の主な被害品
窃盗,オートバイ盗,茅ケ崎,宮山,143219,神奈川県,寒川町,倉見,2017-12-13,22,一戸建住宅,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,茅ケ崎,宮山,143219,神奈川県,寒川町,宮山,2018-06-04,07,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,茅ケ崎,宮山,143219,神奈川県,寒川町,宮山,2018-11-02,15,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,茅ケ崎,東海岸,142077,神奈川県,茅ヶ崎市,東海岸南５丁目,2018-08-28,17,一戸建住宅,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,茅ケ崎,西久保,142077,神奈川県,茅ヶ崎市,西久保,2018-08-15,10,一戸建住宅,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,平塚,平塚駅前,142034,神奈川県,平塚市,天沼,2018-04-02,17,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,平塚,平塚駅前,142034,神奈川県,平塚市,天沼,2018-08-15,22,駐車（輪）場,キーあり,あり,自動二輪（50cc超）
窃盗,オートバイ盗,平塚,平塚駅前,142034,神奈川県,平塚市,天沼,2018-08-19,12,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,平塚,平塚駅前,142034,神奈川県,平塚市,宝町,2018-11-02,17,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,平塚,平塚駅前,142034,神奈川県,平塚市,馬入,2018-01-23,18,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,平塚,平塚駅前,142034,神奈川県,平塚市,馬入,2018-03-18,12,その他,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,平塚,平塚駅前,142034,神奈川県,平塚市,紅谷町,2018-09-19,05,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,平塚,平塚駅前,142034,神奈川県,平塚市,紅谷町,2018-09-26,07,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,平塚,平塚駅前,142034,神奈川県,平塚市,紅谷町,2018-10-21,06,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,平塚,平塚駅前,142034,神奈川県,平塚市,紅谷町,2018-11-26,00,道路上,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,平塚,西仲町,142034,神奈川県,平塚市,桜ケ丘,2018-07-17,17,一戸建住宅,キーあり,あり,自動二輪（50cc超）
窃盗,オートバイ盗,平塚,八幡,142034,神奈川県,平塚市,西八幡１丁目,2018-05-21,10,道路上,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,平塚,花水台,142034,神奈川県,平塚市,花水台,2018-08-05,01,一戸建住宅,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,平塚,四之宮,142034,神奈川県,平塚市,四之宮６丁目,2018-07-17,00,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,平塚,四之宮,142034,神奈川県,平塚市,四之宮６丁目,2018-08-26,17,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,平塚,中原,142034,神奈川県,平塚市,御殿１丁目,2018-01-09,07,一戸建住宅,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,平塚,金目,142034,神奈川県,平塚市,片岡,2018-09-08,17,道路上,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,平塚,金目,142034,神奈川県,平塚市,広川,2018-10-20,20,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,平塚,旭,142034,神奈川県,平塚市,河内,2018-08-14,10,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,平塚,横内,142034,神奈川県,平塚市,横内,2018-08-01,12,４階建て以上共同住宅,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,平塚,真土,142034,神奈川県,平塚市,東真土３丁目,2018-09-03,00,一戸建住宅,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,大磯,二宮駅前,143421,神奈川県,二宮町,二宮,2018-09-13,11,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,小田原,国府津,142069,神奈川県,小田原市,国府津４丁目,2018-04-04,09,道路上,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,小田原,下中,142069,神奈川県,小田原市,小竹,2018-03-03,16,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,秦野,秦野駅前,142115,神奈川県,秦野市,入船町,2018-02-27,18,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,秦野,渋沢,142115,神奈川県,秦野市,堀川,2018-05-18,12,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,秦野,渋沢,142115,神奈川県,秦野市,松原町,2018-07-28,17,一戸建住宅,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,秦野,渋沢,142115,神奈川県,秦野市,渋沢上２丁目,2018-12-21,20,一戸建住宅,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,秦野,鶴巻,142115,神奈川県,秦野市,鶴巻北３丁目,2018-04-18,17,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,秦野,東田原,142115,神奈川県,秦野市,東田原,2018-11-11,15,道路上,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,秦野,桜町,142115,神奈川県,秦野市,曽屋,2018-02-03,07,道路上,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,伊勢原,伊勢原駅前,142140,神奈川県,伊勢原市,伊勢原１丁目,2018-02-05,07,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,伊勢原,伊勢原駅前,142140,神奈川県,伊勢原市,桜台１丁目,2018-01-25,16,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,伊勢原,伊勢原駅前,142140,神奈川県,伊勢原市,桜台２丁目,2018-04-04,19,一戸建住宅,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,伊勢原,成瀬,142140,神奈川県,伊勢原市,石田,2018-06-21,07,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,本厚木駅前,142123,神奈川県,厚木市,寿町３丁目,2018-01-18,19,その他,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,厚木,本厚木駅前,142123,神奈川県,厚木市,中町１丁目,2018-05-16,12,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,本厚木駅前,142123,神奈川県,厚木市,中町１丁目,2018-11-02,09,道路上,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,本厚木駅前,142123,神奈川県,厚木市,中町２丁目,2018-02-22,20,その他,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,厚木,本厚木駅前,142123,神奈川県,厚木市,中町３丁目,2018-06-08,17,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,本厚木駅前,142123,神奈川県,厚木市,中町３丁目,2018-08-22,14,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,本厚木駅前,142123,神奈川県,厚木市,中町３丁目,2018-08-23,20,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,本厚木駅前,142123,神奈川県,厚木市,中町４丁目,2018-01-08,11,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,本厚木駅前,142123,神奈川県,厚木市,水引２丁目,2018-01-09,00,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,緑ケ丘,142123,神奈川県,厚木市,戸室１丁目,2018-11-16,06,道路上,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,厚木,緑ケ丘,142123,神奈川県,厚木市,林４丁目,2018-09-25,16,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,緑ケ丘,142123,神奈川県,厚木市,緑ケ丘４丁目,2018-08-06,13,４階建て以上共同住宅,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,厚木,工業団地,142123,神奈川県,厚木市,山際,2018-08-16,14,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,妻田,142123,神奈川県,厚木市,妻田南２丁目,2018-08-19,02,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,厚木,妻田,142123,神奈川県,厚木市,妻田北１丁目,2018-12-26,18,４階建て以上共同住宅,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,厚木,依知,142123,神奈川県,厚木市,関口,2018-02-24,01,一戸建住宅,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,愛甲石田駅前,142123,神奈川県,厚木市,愛甲１丁目,2018-02-20,16,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,玉川,142123,神奈川県,厚木市,森の里１丁目,2018-10-12,12,４階建て以上共同住宅,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,三田,142123,神奈川県,厚木市,三田,2018-10-15,19,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,三田,142123,神奈川県,厚木市,三田,2018-10-21,15,一戸建住宅,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,旭町,142123,神奈川県,厚木市,旭町１丁目,2018-06-11,12,４階建て以上共同住宅,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,厚木,旭町,142123,神奈川県,厚木市,旭町５丁目,2018-11-28,23,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,厚木,旭町,142123,神奈川県,厚木市,幸町,2018-10-05,05,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,厚木,旭町,142123,神奈川県,厚木市,幸町,2018-10-22,21,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,相模原,星が丘,141526,神奈川県,相模原市中央区,星が丘４丁目,2018-05-07,02,４階建て以上共同住宅,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,相模原,淵野辺駅南口,141526,神奈川県,相模原市中央区,共和１丁目,2018-03-18,11,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,相模原,淵野辺駅南口,141526,神奈川県,相模原市中央区,共和１丁目,2018-06-10,18,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,相模原,淵野辺駅南口,141526,神奈川県,相模原市中央区,東淵野辺４丁目,2018-05-03,07,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,相模原,相模原駅前,141526,神奈川県,相模原市中央区,相模原６丁目,2018-10-05,14,４階建て以上共同住宅,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,相模原,相模原駅前,141526,神奈川県,相模原市中央区,清新５丁目,2018-03-01,21,４階建て以上共同住宅,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,相模原,相模原駅前,141526,神奈川県,相模原市中央区,宮下３丁目,2018-12-14,10,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,相模原,横山,141526,神奈川県,相模原市中央区,田名,2018-07-14,09,その他,キーあり,あり,原動機付自転車（50cc以下）
窃盗,オートバイ盗,相模原,横山,141526,神奈川県,相模原市中央区,中央２丁目,2018-08-08,10,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,相模原,相生,141526,神奈川県,相模原市中央区,相生３丁目,2018-09-30,14,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,相模原,相生,141526,神奈川県,相模原市中央区,並木３丁目,2018-07-10,08,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,相模原,番田,141526,神奈川県,相模原市中央区,上溝,不明,不明,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,相模原,番田,141526,神奈川県,相模原市中央区,上溝,2018-02-22,06,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,相模原,番田,141526,神奈川県,相模原市中央区,上溝,2018-03-31,11,４階建て以上共同住宅,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,津久井,城山,141518,神奈川県,相模原市緑区,中野,2018-05-25,21,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,津久井,小渕,141518,神奈川県,相模原市緑区,小渕,2018-11-17,16,道路上,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,相模原南,古淵駅前,141534,神奈川県,相模原市南区,大野台５丁目,2018-07-16,10,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,相模原南,大野,141534,神奈川県,相模原市南区,鵜野森１丁目,2018-09-08,12,４階建て以上共同住宅,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,相模原南,南大野,141534,神奈川県,相模原市南区,旭町,2018-09-24,01,４階建て以上共同住宅,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,相模原南,相模大野駅前,141534,神奈川県,相模原市南区,相模大野３丁目,2018-09-08,12,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,相模原南,相模大野駅前,141534,神奈川県,相模原市南区,相模大野３丁目,2018-11-28,09,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,相模原南,相模大野駅前,141534,神奈川県,相模原市南区,相模大野７丁目,2018-10-21,22,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,相模原南,相模大野駅前,141534,神奈川県,相模原市南区,相模大野７丁目,2018-11-22,06,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,相模原南,相模大野駅前,141534,神奈川県,相模原市南区,相模大野８丁目,2018-03-04,16,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,相模原南,新磯野,141534,神奈川県,相模原市南区,相武台団地１丁目,2018-07-01,22,４階建て以上共同住宅,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,相模原南,中和田,141534,神奈川県,相模原市南区,上鶴間本町３丁目,2018-08-21,17,その他,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,相模原南,麻溝,141534,神奈川県,相模原市南区,当麻,2018-11-28,08,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,相模原南,麻溝公園前,141534,神奈川県,相模原市南区,北里１丁目,2018-11-08,19,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,座間,相武台前,142166,神奈川県,座間市,栗原,2018-09-12,18,その他,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,座間,相武台前,142166,神奈川県,座間市,相武台１丁目,2018-03-14,09,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,座間,相模が丘,142166,神奈川県,座間市,相模が丘５丁目,2018-02-09,14,一戸建住宅,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,座間,相模が丘,142166,神奈川県,座間市,広野台１丁目,2018-06-12,22,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,座間,相模が丘,142166,神奈川県,座間市,広野台２丁目,2018-10-27,20,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,座間,ひばりが丘,142166,神奈川県,座間市,ひばりが丘２丁目,2018-07-31,20,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,座間,座間駅前,142166,神奈川県,座間市,入谷１丁目,2018-04-28,16,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,座間,座間駅前,142166,神奈川県,座間市,入谷３丁目,2018-05-21,16,その他,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,海老名,海老名駅前,142158,神奈川県,海老名市,中央１丁目,2018-05-14,09,駐車（輪）場,キーあり,あり,自動二輪（50cc超）
窃盗,オートバイ盗,海老名,海老名駅前,142158,神奈川県,海老名市,中央２丁目,2018-07-30,20,道路上,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,海老名,海老名駅前,142158,神奈川県,海老名市,中央３丁目,2018-03-22,08,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,海老名,海老名駅前,142158,神奈川県,海老名市,中央３丁目,2018-05-01,09,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,海老名,海老名駅前,142158,神奈川県,海老名市,国分北２丁目,2018-06-09,18,一戸建住宅,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,海老名,海西,142158,神奈川県,海老名市,扇町,2017-10-21,16,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,海老名,海西,142158,神奈川県,海老名市,扇町,2018-10-10,14,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,海老名,海西,142158,神奈川県,海老名市,扇町,2018-10-30,18,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,海老名,かしわ台駅前,142158,神奈川県,海老名市,東柏ケ谷３丁目,2018-05-11,19,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,海老名,かしわ台駅前,142158,神奈川県,海老名市,東柏ケ谷４丁目,2018-11-20,08,４階建て以上共同住宅,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,相模原北,橋本駅前,141518,神奈川県,相模原市緑区,橋本３丁目,2018-01-20,17,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,相模原北,橋本駅前,141518,神奈川県,相模原市緑区,橋本６丁目,2018-05-18,20,４階建て以上共同住宅,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,相模原北,橋本駅前,141518,神奈川県,相模原市緑区,東橋本２丁目,2018-08-21,22,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,相模原北,橋本五差路,141518,神奈川県,相模原市緑区,大山町,2018-01-07,14,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,相模原北,橋本五差路,141518,神奈川県,相模原市緑区,大山町,2018-01-29,15,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,相模原北,橋本五差路,141518,神奈川県,相模原市緑区,大山町,2018-10-14,08,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,相模原北,下九沢,141518,神奈川県,相模原市緑区,下九沢,2018-08-02,18,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,相模原北,大島,141518,神奈川県,相模原市緑区,大島,2018-05-19,08,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,相模原北,大島,141518,神奈川県,相模原市緑区,大島,2018-05-27,05,４階建て以上共同住宅,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,南,中村橋,141054,神奈川県,横浜市南区,山谷,2018-11-06,19,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南,吉野町,141054,神奈川県,横浜市南区,吉野町３丁目,2018-03-09,19,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南,南太田,141054,神奈川県,横浜市南区,清水ケ丘,不明,不明,一戸建住宅,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,南,南太田,141054,神奈川県,横浜市南区,清水ケ丘,2018-11-19,00,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,南,南太田,141054,神奈川県,横浜市南区,南太田１丁目,2017-12-30,16,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,南,大岡町,141054,神奈川県,横浜市南区,大岡３丁目,2018-05-30,13,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,南,大岡町,141054,神奈川県,横浜市南区,中里２丁目,2018-10-30,20,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,南,大岡町,141054,神奈川県,横浜市南区,中里３丁目,2018-08-07,07,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,南,大岡町,141054,神奈川県,横浜市南区,中里３丁目,2018-08-27,06,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南,大岡町,141054,神奈川県,横浜市南区,中里３丁目,2018-09-20,13,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,南,大岡町,141054,神奈川県,横浜市南区,別所１丁目,2018-07-30,21,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,南,井土ケ谷,141054,神奈川県,横浜市南区,井土ケ谷下町,2018-02-07,11,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南,井土ケ谷,141054,神奈川県,横浜市南区,井土ケ谷下町,2018-04-10,19,駐車（輪）場,キーなし,あり,なし
窃盗,オートバイ盗,南,井土ケ谷,141054,神奈川県,横浜市南区,井土ケ谷下町,2018-11-27,11,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南,井土ケ谷,141054,神奈川県,横浜市南区,井土ケ谷中町,2018-12-27,07,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南,六ツ川,141054,神奈川県,横浜市南区,永田山王台,2018-03-09,21,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南,六ツ川,141054,神奈川県,横浜市南区,六ツ川２丁目,2018-11-05,12,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南,別所町,141054,神奈川県,横浜市南区,別所４丁目,2018-11-22,21,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,南,別所町,141054,神奈川県,横浜市南区,別所５丁目,2018-09-25,23,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南,別所町,141054,神奈川県,横浜市南区,別所７丁目,2018-07-27,19,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,南,大池,141054,神奈川県,横浜市南区,永田みなみ台,2018-06-29,21,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,南,大池,141054,神奈川県,横浜市南区,六ツ川３丁目,2018-10-06,21,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南,大池,141054,神奈川県,横浜市南区,六ツ川４丁目,2018-03-31,15,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,南,大池,141054,神奈川県,横浜市南区,六ツ川４丁目,2018-08-03,19,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,南,通町,141054,神奈川県,横浜市南区,弘明寺町,2018-06-01,21,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,南,通町,141054,神奈川県,横浜市南区,宮元町３丁目,2018-05-15,02,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南,浦舟町,141054,神奈川県,横浜市南区,浦舟町２丁目,2018-02-04,11,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,南,浦舟町,141054,神奈川県,横浜市南区,万世町１丁目,2018-01-10,18,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,大和,大和駅前,142131,神奈川県,大和市,中央１丁目,2018-10-27,08,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,大和,大和駅前,142131,神奈川県,大和市,中央５丁目,2018-02-27,20,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,大和,大和駅前,142131,神奈川県,大和市,中央６丁目,2018-08-17,19,その他の住宅（３階建て以下共同住宅等）,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,大和,大和駅前,142131,神奈川県,大和市,中央７丁目,2018-01-25,18,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,大和,大和駅前,142131,神奈川県,大和市,深見台１丁目,2018-06-14,22,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,大和,大和駅前,142131,神奈川県,大和市,深見台４丁目,2018-09-20,15,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,大和,大和駅前,142131,神奈川県,大和市,大和東３丁目,2018-03-16,22,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,大和,大和駅前,142131,神奈川県,大和市,大和東３丁目,2018-05-27,00,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,大和,大和駅前,142131,神奈川県,大和市,大和東３丁目,2018-08-22,11,４階建て以上共同住宅,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,大和,大和駅前,142131,神奈川県,大和市,大和東３丁目,2018-11-14,12,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,大和,大和駅前,142131,神奈川県,大和市,深見西２丁目,2018-01-01,18,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,大和,相模大塚駅前,142131,神奈川県,大和市,上草柳,2017-10-10,13,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,大和,相模大塚駅前,142131,神奈川県,大和市,上草柳,2018-07-11,15,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,大和,相模大塚駅前,142131,神奈川県,大和市,上草柳,2018-11-19,07,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,大和,相模大塚駅前,142131,神奈川県,大和市,上草柳６丁目,2018-02-22,16,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,大和,相模大塚駅前,142131,神奈川県,大和市,上草柳９丁目,2018-02-02,23,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,大和,相模大塚駅前,142131,神奈川県,大和市,上草柳９丁目,2018-04-07,17,一戸建住宅,キーなし,なし,自動二輪（50cc超）
