罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,施錠関係,盗難防止装置の有無,現金以外の主な被害品
窃盗,自動車盗,藤沢北,御所見,142051,神奈川県,藤沢市,葛原,2021/6/14,13,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,藤沢北,御所見,142051,神奈川県,藤沢市,菖蒲沢,2021/1/28,18,その他,駐車（輪）場,キーなし,なし,なし
窃盗,自動車盗,藤沢北,御所見,142051,神奈川県,藤沢市,宮原,2021/8/24,16,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,藤沢北,湘南ライフタウン,142051,神奈川県,藤沢市,遠藤,2021/9/23,20,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,藤沢北,湘南台駅東口,142051,神奈川県,藤沢市,湘南台５丁目,2021/9/17,23,その他,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,藤沢北,石川,142051,神奈川県,藤沢市,石川,2021/9/23,12,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,藤沢北,石川,142051,神奈川県,藤沢市,遠藤,2021/6/12,14,駐車（輪）場,駐車（輪）場,キーなし,あり,貨物自動車
窃盗,自動車盗,藤沢北,長後駅前,142051,神奈川県,藤沢市,高倉,2021/4/18,23,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,三崎,三浦海岸駅前,142107,神奈川県,三浦市,初声町高円坊,2021/8/19,19,一戸建住宅,その他,キーあり,なし,乗用自動車
窃盗,自動車盗,逗子,逗子駅前,142085,神奈川県,逗子市,桜山１丁目,2021/11/5,11,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,鎌倉,鎌倉駅前,142042,神奈川県,鎌倉市,小町１丁目,2021/12/8,20,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,大船,大船駅前,142042,神奈川県,鎌倉市,岩瀬１丁目,2021/5/21,17,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,藤沢,本町白旗,142051,神奈川県,藤沢市,藤沢１丁目,2021/5/9,17,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,茅ケ崎,今宿,142077,神奈川県,茅ヶ崎市,萩園,2021/12/29,21,その他,駐車（輪）場,キーあり,あり,乗用自動車
窃盗,自動車盗,茅ケ崎,宮山,143219,神奈川県,寒川町,倉見,2021/8/19,21,その他,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,茅ケ崎,小出,142077,神奈川県,茅ヶ崎市,芹沢,2021/8/24,10,その他,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,茅ケ崎,岡田,143219,神奈川県,寒川町,大蔵,2021/1/19,14,一戸建住宅,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,茅ケ崎,鶴が台,142077,神奈川県,茅ヶ崎市,高田２丁目,2021/11/26,19,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,茅ケ崎,鶴が台,142077,神奈川県,茅ヶ崎市,鶴が台,2020/2/15,20,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,平塚,中原,142034,神奈川県,平塚市,御殿１丁目,2021/11/10,9,一戸建住宅,駐車（輪）場,キーあり,あり,乗用自動車
窃盗,自動車盗,平塚,中原,142034,神奈川県,平塚市,御殿１丁目,2021/12/7,8,一戸建住宅,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,平塚,代官町,142034,神奈川県,平塚市,夕陽ケ丘,2021/9/3,16,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,平塚,八幡,142034,神奈川県,平塚市,四之宮１丁目,2021/3/3,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,平塚,八幡,142034,神奈川県,平塚市,東八幡４丁目,2021/9/4,20,駐車（輪）場,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,平塚,土沢,142034,神奈川県,平塚市,土屋,2021/3/10,15,その他,その他,キーなし,なし,特殊自動車
窃盗,自動車盗,平塚,岡崎,142034,神奈川県,平塚市,岡崎,2021/7/14,19,その他,その他,キーなし,なし,特殊自動車
窃盗,自動車盗,平塚,平塚駅前,142034,神奈川県,平塚市,天沼,2020/12/30,16,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,平塚,平塚駅前,142034,神奈川県,平塚市,紅谷町,2021/12/11,23,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,平塚,旭,142034,神奈川県,平塚市,万田,2021/1/12,23,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,平塚,旭,142034,神奈川県,平塚市,山下,2021/3/2,20,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,平塚,横内,142034,神奈川県,平塚市,横内,2021/8/25,16,その他,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,平塚,神田,142034,神奈川県,平塚市,大神,2021/8/1,17,駐車（輪）場,駐車（輪）場,キーなし,あり,なし
窃盗,自動車盗,平塚,神田,142034,神奈川県,平塚市,大神,2021/8/1,20,その他,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,平塚,花水台,142034,神奈川県,平塚市,桃浜町,2021/5/9,12,駐車（輪）場,駐車（輪）場,キーなし,なし,なし
窃盗,自動車盗,大磯,化粧坂,143413,神奈川県,大磯町,大磯,2021/7/7,23,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,大磯,大磯駅前,143413,神奈川県,大磯町,国府本郷,2021/7/7,22,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,小田原,下中,142069,神奈川県,小田原市,小竹,2021/4/14,13,道路上,その他,キーあり,なし,貨物自動車
窃盗,自動車盗,小田原,国府津,142069,神奈川県,小田原市,国府津５丁目,2021/7/7,10,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,小田原,富水駅前,142069,神奈川県,小田原市,新屋,2021/10/15,19,道路上,その他,キーあり,なし,貨物自動車
窃盗,自動車盗,小田原,小田原駅東口,142069,神奈川県,小田原市,栄町１丁目,2021/7/7,17,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,小田原,鴨宮川東,142069,神奈川県,小田原市,鴨宮,2021/7/26,22,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,松田,中村,143618,神奈川県,中井町,雑色,2021/6/20,7,その他,その他,キーなし,なし,特殊自動車
窃盗,自動車盗,松田,北足柄,142174,神奈川県,南足柄市,内山,2021/8/21,12,その他,その他,キーなし,なし,特殊自動車
窃盗,自動車盗,松田,延沢,143669,神奈川県,開成町,円通寺,2021/4/18,11,一戸建住宅,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,松田,延沢,143669,神奈川県,開成町,円通寺,2021/4/21,19,一戸建住宅,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,松田,延沢,143669,神奈川県,開成町,岡野,2021/4/23,18,一戸建住宅,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,松田,延沢,143669,神奈川県,開成町,宮台,2021/8/22,20,その他,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,松田,福沢,142174,神奈川県,南足柄市,,2021/5/26,18,その他,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,松田,福沢,142174,神奈川県,南足柄市,壗下,2021/4/20,21,一戸建住宅,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,松田,金田,143626,神奈川県,大井町,金子,2021/4/25,1,その他,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,秦野,南矢名,142115,神奈川県,秦野市,下大槻,2021/6/3,8,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,秦野,名古木,142115,神奈川県,秦野市,落合,2021/6/11,22,その他,駐車（輪）場,キーなし,あり,なし
窃盗,自動車盗,秦野,名古木,142115,神奈川県,秦野市,落合,2021/6/11,22,その他,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,秦野,名古木,142115,神奈川県,秦野市,落合,2021/6/11,22,その他,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,秦野,秦野駅前,142115,神奈川県,秦野市,今泉,2021/4/30,17,その他,その他,キーなし,なし,特殊自動車
窃盗,自動車盗,伊勢原,伊勢原駅前,142140,神奈川県,伊勢原市,伊勢原３丁目,2021/6/21,19,駐車（輪）場,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,伊勢原,比々多,142140,神奈川県,伊勢原市,笠窪,2021/2/14,12,駐車（輪）場,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,厚木,下荻野,142123,神奈川県,厚木市,下荻野,2021/5/14,14,その他,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,厚木,中津,144011,神奈川県,愛川町,中津,2021/8/17,15,駐車（輪）場,駐車（輪）場,キーなし,あり,なし
窃盗,自動車盗,厚木,中津,144011,神奈川県,愛川町,八菅山,2021/7/12,18,その他,その他,キーなし,なし,乗用自動車
窃盗,自動車盗,厚木,依知,142123,神奈川県,厚木市,関口,2021/1/26,20,その他,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,厚木,依知,142123,神奈川県,厚木市,山際,2021/8/13,20,その他,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,厚木,妻田,142123,神奈川県,厚木市,妻田東２丁目,2021/12/19,8,一戸建住宅,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,厚木,工業団地,142123,神奈川県,厚木市,上依知,2021/1/23,11,駐車（輪）場,駐車（輪）場,キーなし,なし,なし
窃盗,自動車盗,厚木,旭町,142123,神奈川県,厚木市,旭町３丁目,2021/4/24,10,道路上,その他,キーなし,あり,乗用自動車
窃盗,自動車盗,厚木,春日台,144011,神奈川県,愛川町,角田,2021/8/26,3,その他,駐車（輪）場,キーあり,あり,乗用自動車
窃盗,自動車盗,厚木,玉川,142123,神奈川県,厚木市,七沢,2021/1/7,0,一戸建住宅,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,厚木,緑ケ丘,142123,神奈川県,厚木市,恩名１丁目,2021/6/12,19,その他,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,厚木,高峰,144011,神奈川県,愛川町,角田,2021/8/22,12,その他,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,相模原,上溝,141526,神奈川県,相模原市中央区,上溝１丁目,2021/8/22,1,その他,駐車（輪）場,キーあり,あり,なし
窃盗,自動車盗,相模原,上溝,141526,神奈川県,相模原市中央区,上溝２丁目,2021/8/20,19,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,相模原,番田,141526,神奈川県,相模原市中央区,上溝,2021/2/1,20,その他,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,相模原,番田,141526,神奈川県,相模原市中央区,上溝,2021/10/13,1,一戸建住宅,駐車（輪）場,キーなし,なし,なし
窃盗,自動車盗,相模原,番田,141526,神奈川県,相模原市中央区,田名塩田２丁目,2021/8/8,19,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,津久井,根小屋,141518,神奈川県,相模原市緑区,根小屋,2021/3/11,11,その他,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,相模原南,中和田,141534,神奈川県,相模原市南区,上鶴間１丁目,2021/9/16,23,その他,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,相模原南,中和田,141534,神奈川県,相模原市南区,上鶴間本町６丁目,2021/5/12,18,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,相模原南,南大野,141534,神奈川県,相模原市南区,南台４丁目,2021/4/2,23,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,相模原南,古淵駅前,141534,神奈川県,相模原市南区,大野台１丁目,2021/8/21,18,その他,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,相模原南,大野,141534,神奈川県,相模原市南区,鵜野森１丁目,2021/1/4,14,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,相模原南,小田急相模原駅前,141534,神奈川県,相模原市南区,松が枝町,2021/12/23,23,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,相模原南,新磯野,141534,神奈川県,相模原市南区,新磯野,2021/7/28,17,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,相模原南,新磯野,141534,神奈川県,相模原市南区,新磯野２丁目,2021/6/26,21,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,相模原南,相武台,141534,神奈川県,相模原市南区,新磯野２丁目,2021/1/23,18,その他,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,相模原南,麻溝公園前,141534,神奈川県,相模原市南区,麻溝台,2021/4/30,13,駐車（輪）場,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,座間,座間駅前,142166,神奈川県,座間市,入谷東４丁目,2020/3/15,12,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,座間,栗原,142166,神奈川県,座間市,南栗原５丁目,2021/5/27,15,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,座間,相模が丘,142166,神奈川県,座間市,相模が丘１丁目,2021/2/7,19,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,座間,相模が丘,142166,神奈川県,座間市,広野台２丁目,2021/7/18,22,その他,駐車（輪）場,キーあり,なし,なし
窃盗,自動車盗,海老名,かしわ台駅前,142158,神奈川県,海老名市,柏ケ谷,2021/8/16,18,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,海老名,かしわ台駅前,142158,神奈川県,海老名市,扇町,2021/10/4,7,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,海老名,国分寺台,142158,神奈川県,海老名市,大谷南５丁目,2021/12/5,19,その他,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,海老名,国分寺台,142158,神奈川県,海老名市,杉久保北３丁目,2021/3/24,11,駐車（輪）場,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,海老名,有馬,142158,神奈川県,海老名市,門沢橋６丁目,2021/10/3,21,その他,駐車（輪）場,キーなし,なし,なし
窃盗,自動車盗,海老名,有馬,142158,神奈川県,海老名市,本郷,2021/3/7,16,その他,その他,キーあり,なし,貨物自動車
窃盗,自動車盗,海老名,海老名駅前,142158,神奈川県,海老名市,国分南４丁目,2021/6/10,7,道路上,その他,キーあり,なし,貨物自動車
窃盗,自動車盗,海老名,海西,142158,神奈川県,海老名市,上郷,2021/2/7,12,その他,駐車（輪）場,キーなし,なし,特殊自動車
窃盗,自動車盗,海老名,海西,142158,神奈川県,海老名市,河原口,2021/8/3,17,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,海老名,海西,142158,神奈川県,海老名市,河原口,2021/10/1,13,駐車（輪）場,駐車（輪）場,キーなし,あり,なし
窃盗,自動車盗,相模原北,橋本五差路,141518,神奈川県,相模原市緑区,西橋本１丁目,2021/6/14,19,駐車（輪）場,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,相模原北,橋本五差路,141518,神奈川県,相模原市緑区,橋本１丁目,2021/9/24,12,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,相模原北,橋本五差路,141518,神奈川県,相模原市緑区,橋本台２丁目,2021/6/14,19,その他,駐車（輪）場,キーなし,なし,貨物自動車
